transaction_id,customer_id,merchant_id,amount,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description,hour,day_of_week,month,card_type_enc,location_enc,purchase_category_enc,predicted_is_fraudulent
5502,1074,2057,814.73,0,American Express,City-32,Restaurant,31,Purchase at Merchant-2057,1,6,1,0,25,3,0
5503,1058,2006,3999.68,0,Discover,City-3,Travel,65,Purchase at Merchant-2006,1,6,1,1,22,5,0
5504,1012,2046,5431.94,1,Visa,City-46,Groceries,30,Purchase at Merchant-2046,1,6,1,3,40,1,1
5505,1064,2018,1426.18,0,MasterCard,City-8,Online Shopping,59,Purchase at Merchant-2018,1,6,1,2,48,2,0
5506,1058,2060,6049.82,0,American Express,City-35,Groceries,31,Purchase at Merchant-2060,1,6,1,0,28,1,1
5507,1041,2093,287.49,0,American Express,City-50,Restaurant,18,Purchase at Merchant-2093,1,6,1,0,45,3,0
5508,1016,2059,3695.17,0,Visa,City-42,Restaurant,40,Purchase at Merchant-2059,1,6,1,3,36,3,0
5509,1064,2036,7254.03,0,Visa,City-15,Online Shopping,45,Purchase at Merchant-2036,1,6,1,3,6,2,0
5510,1096,2002,1585.1,1,Discover,City-41,Groceries,24,Purchase at Merchant-2002,1,6,1,1,35,1,1
5511,1084,2021,5929.37,0,American Express,City-7,Retail,69,Purchase at Merchant-2021,1,6,1,0,47,4,0
5512,1003,2046,1179.09,0,American Express,City-16,Travel,58,Purchase at Merchant-2046,1,6,1,0,7,5,0
5513,1014,2065,3232.58,1,American Express,City-32,Retail,32,Purchase at Merchant-2065,1,6,1,0,25,4,1
5514,1052,2065,8648.21,1,Discover,City-32,Gas Station,24,Purchase at Merchant-2065,1,6,1,1,25,0,1
5515,1053,2027,9290.08,0,American Express,City-44,Travel,22,Purchase at Merchant-2027,1,6,1,0,38,5,1
5516,1005,2045,4111.02,0,Discover,City-18,Retail,25,Purchase at Merchant-2045,1,6,1,1,9,4,1
5517,1072,2091,429.99,0,Visa,City-14,Gas Station,60,Purchase at Merchant-2091,1,6,1,3,5,0,1
5518,1071,2068,5918.21,1,Discover,City-17,Online Shopping,59,Purchase at Merchant-2068,1,6,1,1,8,2,1
5519,1001,2050,3164.89,0,American Express,City-3,Groceries,62,Purchase at Merchant-2050,1,6,1,0,22,1,0
5520,1012,2066,6651.76,0,American Express,City-15,Restaurant,33,Purchase at Merchant-2066,1,6,1,0,6,3,0
5521,1078,2009,5819.84,1,MasterCard,City-4,Gas Station,49,Purchase at Merchant-2009,1,6,1,2,33,0,0
5522,1080,2023,2333.59,1,Visa,City-22,Restaurant,26,Purchase at Merchant-2023,1,6,1,3,14,3,1
5523,1082,2084,2451.19,1,American Express,City-48,Groceries,31,Purchase at Merchant-2084,1,6,1,0,42,1,1
5524,1039,2020,6687.07,0,American Express,City-43,Groceries,62,Purchase at Merchant-2020,1,6,1,0,37,1,0
5525,1066,2046,8125.52,0,Visa,City-31,Retail,44,Purchase at Merchant-2046,1,6,1,3,24,4,0
5526,1072,2084,6461.07,0,American Express,City-37,Groceries,48,Purchase at Merchant-2084,1,6,1,0,30,1,0
5527,1027,2093,1731.88,0,Visa,City-11,Groceries,63,Purchase at Merchant-2093,1,6,1,3,2,1,1
5528,1084,2073,6228.01,0,American Express,City-22,Travel,62,Purchase at Merchant-2073,1,6,1,0,14,5,0
5529,1086,2044,2973.62,0,American Express,City-46,Travel,57,Purchase at Merchant-2044,1,6,1,0,40,5,1
5530,1059,2059,7641.82,0,Discover,City-41,Online Shopping,21,Purchase at Merchant-2059,1,6,1,1,35,2,0
5531,1044,2092,1807.06,1,Discover,City-6,Groceries,50,Purchase at Merchant-2092,1,6,1,1,46,1,1
5532,1047,2018,4320.33,1,American Express,City-32,Online Shopping,29,Purchase at Merchant-2018,1,6,1,0,25,2,1
5533,1007,2036,769.22,1,Visa,City-15,Travel,65,Purchase at Merchant-2036,1,6,1,3,6,5,1
5534,1029,2098,6635.82,1,MasterCard,City-15,Restaurant,25,Purchase at Merchant-2098,1,6,1,2,6,3,1
5535,1059,2085,6238.79,1,Visa,City-16,Groceries,31,Purchase at Merchant-2085,1,6,1,3,7,1,1
5536,1043,2039,280.41,1,Visa,City-23,Retail,65,Purchase at Merchant-2039,1,6,1,3,15,4,1
5537,1072,2051,6691.54,0,Discover,City-34,Travel,41,Purchase at Merchant-2051,1,6,1,1,27,5,0
5538,1099,2009,3403.03,1,Discover,City-8,Restaurant,64,Purchase at Merchant-2009,1,6,1,1,48,3,0
5539,1080,2083,1953.37,1,American Express,City-15,Groceries,58,Purchase at Merchant-2083,1,6,1,0,6,1,0
5540,1077,2062,7241.28,1,MasterCard,City-27,Online Shopping,29,Purchase at Merchant-2062,1,6,1,2,19,2,1
5541,1061,2049,2238.12,1,Visa,City-33,Travel,65,Purchase at Merchant-2049,1,6,1,3,26,5,1
5542,1092,2061,5387.71,1,Visa,City-11,Travel,27,Purchase at Merchant-2061,1,6,1,3,2,5,1
5543,1085,2078,8514.82,0,Visa,City-49,Groceries,22,Purchase at Merchant-2078,1,6,1,3,43,1,0
5544,1047,2085,445.66,1,MasterCard,City-11,Groceries,70,Purchase at Merchant-2085,1,6,1,2,2,1,1
5545,1092,2024,5743.23,0,American Express,City-4,Retail,25,Purchase at Merchant-2024,1,6,1,0,33,4,0
5546,1058,2074,8518.16,1,Visa,City-6,Retail,22,Purchase at Merchant-2074,1,6,1,3,46,4,1
5547,1015,2091,2252.25,1,American Express,City-41,Travel,24,Purchase at Merchant-2091,1,6,1,0,35,5,1
5548,1013,2065,8556.84,0,Visa,City-22,Restaurant,51,Purchase at Merchant-2065,1,6,1,3,14,3,1
5549,1098,2100,651.68,0,American Express,City-10,Groceries,55,Purchase at Merchant-2100,1,6,1,0,1,1,1
5550,1085,2085,6427.24,1,Visa,City-40,Restaurant,19,Purchase at Merchant-2085,1,6,1,3,34,3,0
5551,1029,2068,1776.03,0,Discover,City-45,Retail,54,Purchase at Merchant-2068,1,6,1,1,39,4,0
5552,1001,2034,1526.88,1,Discover,City-32,Travel,53,Purchase at Merchant-2034,1,6,1,1,25,5,1
5553,1044,2017,9498.07,1,Visa,City-40,Online Shopping,31,Purchase at Merchant-2017,1,6,1,3,34,2,1
5554,1046,2090,1737.23,0,Visa,City-27,Online Shopping,60,Purchase at Merchant-2090,1,6,1,3,19,2,0
5555,1082,2042,771.93,1,American Express,City-36,Groceries,64,Purchase at Merchant-2042,1,6,1,0,29,1,1
5556,1038,2076,7494.34,0,American Express,City-24,Gas Station,21,Purchase at Merchant-2076,1,6,1,0,16,0,0
5557,1071,2075,5118.5,1,Discover,City-19,Groceries,50,Purchase at Merchant-2075,1,6,1,1,10,1,1
5558,1067,2045,9117.85,1,American Express,City-26,Online Shopping,48,Purchase at Merchant-2045,1,6,1,0,18,2,1
5559,1048,2075,1135.4,0,American Express,City-12,Online Shopping,55,Purchase at Merchant-2075,1,6,1,0,3,2,0
5560,1090,2080,3731.17,1,American Express,City-6,Online Shopping,54,Purchase at Merchant-2080,1,6,1,0,46,2,0
5561,1014,2052,1545.0,0,Visa,City-6,Restaurant,31,Purchase at Merchant-2052,1,6,1,3,46,3,0
5562,1006,2009,4360.05,0,Visa,City-25,Gas Station,32,Purchase at Merchant-2009,1,6,1,3,17,0,0
5563,1022,2006,4177.39,0,Visa,City-29,Online Shopping,31,Purchase at Merchant-2006,1,6,1,3,21,2,0
5564,1064,2004,5000.04,1,Visa,City-1,Groceries,20,Purchase at Merchant-2004,1,6,1,3,0,1,1
5565,1018,2094,4020.62,0,American Express,City-41,Online Shopping,56,Purchase at Merchant-2094,1,6,1,0,35,2,0
5566,1092,2021,8937.36,1,Visa,City-4,Online Shopping,59,Purchase at Merchant-2021,1,6,1,3,33,2,1
5567,1096,2030,1048.77,1,Visa,City-27,Online Shopping,70,Purchase at Merchant-2030,1,6,1,3,19,2,0
5568,1093,2013,5832.66,1,American Express,City-11,Retail,22,Purchase at Merchant-2013,1,6,1,0,2,4,1
5569,1053,2086,5313.07,1,Discover,City-3,Travel,30,Purchase at Merchant-2086,1,6,1,1,22,5,1
5570,1014,2014,2628.82,1,American Express,City-33,Gas Station,51,Purchase at Merchant-2014,1,6,1,0,26,0,1
5571,1033,2064,5376.96,0,American Express,City-9,Gas Station,69,Purchase at Merchant-2064,1,6,1,0,49,0,0
5572,1079,2087,3900.74,1,American Express,City-7,Travel,59,Purchase at Merchant-2087,1,6,1,0,47,5,1
5573,1026,2061,9888.33,0,Discover,City-9,Restaurant,56,Purchase at Merchant-2061,1,6,1,1,49,3,0
5574,1025,2042,7503.27,1,Discover,City-18,Online Shopping,23,Purchase at Merchant-2042,1,6,1,1,9,2,1
5575,1016,2098,8373.35,1,MasterCard,City-1,Retail,58,Purchase at Merchant-2098,1,6,1,2,0,4,1
5576,1051,2030,6740.46,1,American Express,City-30,Restaurant,59,Purchase at Merchant-2030,1,6,1,0,23,3,0
5577,1028,2099,435.38,0,Discover,City-50,Groceries,56,Purchase at Merchant-2099,1,6,1,1,45,1,1
5578,1059,2094,3888.79,1,American Express,City-43,Travel,53,Purchase at Merchant-2094,1,6,1,0,37,5,1
5579,1025,2031,5704.47,1,MasterCard,City-25,Restaurant,69,Purchase at Merchant-2031,1,6,1,2,17,3,0
5580,1092,2014,5029.74,0,American Express,City-28,Online Shopping,45,Purchase at Merchant-2014,1,6,1,0,20,2,0
5581,1044,2023,9325.05,1,Discover,City-19,Travel,70,Purchase at Merchant-2023,1,6,1,1,10,5,1
5582,1014,2094,4428.02,1,Visa,City-47,Restaurant,19,Purchase at Merchant-2094,1,6,1,3,41,3,1
5583,1097,2050,5248.93,1,American Express,City-41,Travel,28,Purchase at Merchant-2050,1,6,1,0,35,5,1
5584,1054,2097,2453.07,0,MasterCard,City-41,Online Shopping,19,Purchase at Merchant-2097,1,6,1,2,35,2,0
5585,1006,2054,3143.65,1,American Express,City-22,Restaurant,66,Purchase at Merchant-2054,1,6,1,0,14,3,1
5586,1082,2009,3279.65,1,Discover,City-43,Retail,70,Purchase at Merchant-2009,1,6,1,1,37,4,1
5587,1087,2008,7370.12,0,Discover,City-14,Gas Station,50,Purchase at Merchant-2008,1,6,1,1,5,0,0
5588,1076,2079,3883.29,0,MasterCard,City-25,Online Shopping,27,Purchase at Merchant-2079,1,6,1,2,17,2,1
5589,1016,2033,4023.25,0,American Express,City-10,Gas Station,53,Purchase at Merchant-2033,1,6,1,0,1,0,0
5590,1099,2015,9457.86,1,Discover,City-37,Groceries,54,Purchase at Merchant-2015,1,6,1,1,30,1,1
5591,1058,2005,3998.96,1,Discover,City-9,Restaurant,44,Purchase at Merchant-2005,1,6,1,1,49,3,1
5592,1059,2096,3114.81,0,Visa,City-8,Travel,60,Purchase at Merchant-2096,1,6,1,3,48,5,1
5593,1085,2010,7456.1,1,Visa,City-49,Travel,60,Purchase at Merchant-2010,1,6,1,3,43,5,1
5594,1076,2057,5961.98,0,MasterCard,City-45,Gas Station,64,Purchase at Merchant-2057,1,6,1,2,39,0,0
5595,1065,2098,7244.96,1,Visa,City-16,Online Shopping,50,Purchase at Merchant-2098,1,6,1,3,7,2,1
5596,1018,2048,2184.94,1,Discover,City-47,Travel,58,Purchase at Merchant-2048,1,6,1,1,41,5,1
5597,1064,2078,6588.45,1,American Express,City-22,Gas Station,25,Purchase at Merchant-2078,1,6,1,0,14,0,1
5598,1001,2081,1126.81,1,Visa,City-3,Gas Station,52,Purchase at Merchant-2081,1,6,1,3,22,0,1
5599,1068,2004,1417.68,1,Visa,City-41,Online Shopping,25,Purchase at Merchant-2004,1,6,1,3,35,2,1
5600,1095,2023,9302.32,0,Visa,City-7,Retail,35,Purchase at Merchant-2023,1,6,1,3,47,4,0
5601,1007,2042,8088.55,1,MasterCard,City-7,Online Shopping,33,Purchase at Merchant-2042,1,6,1,2,47,2,1
5602,1071,2014,1798.67,0,Visa,City-16,Travel,31,Purchase at Merchant-2014,1,6,1,3,7,5,0
5603,1056,2090,1941.15,0,Discover,City-18,Restaurant,66,Purchase at Merchant-2090,1,6,1,1,9,3,0
5604,1075,2058,180.91,1,American Express,City-17,Online Shopping,38,Purchase at Merchant-2058,1,6,1,0,8,2,1
5605,1062,2049,6904.87,1,MasterCard,City-39,Groceries,59,Purchase at Merchant-2049,1,6,1,2,32,1,1
5606,1066,2018,464.27,0,American Express,City-25,Gas Station,69,Purchase at Merchant-2018,1,6,1,0,17,0,0
5607,1100,2082,1639.32,1,Visa,City-35,Groceries,51,Purchase at Merchant-2082,1,6,1,3,28,1,1
5608,1023,2074,2536.83,0,Visa,City-45,Gas Station,44,Purchase at Merchant-2074,1,6,1,3,39,0,1
5609,1089,2072,2177.41,1,American Express,City-38,Retail,29,Purchase at Merchant-2072,1,6,1,0,31,4,1
5610,1075,2026,9726.08,0,American Express,City-21,Online Shopping,52,Purchase at Merchant-2026,1,6,1,0,13,2,1
5611,1023,2026,2821.23,0,Visa,City-2,Online Shopping,33,Purchase at Merchant-2026,1,6,1,3,11,2,0
5612,1094,2033,4861.12,0,American Express,City-38,Groceries,41,Purchase at Merchant-2033,1,6,1,0,31,1,0
5613,1017,2063,5115.69,0,MasterCard,City-9,Online Shopping,50,Purchase at Merchant-2063,1,6,1,2,49,2,0
5614,1014,2057,8800.95,0,Visa,City-37,Retail,63,Purchase at Merchant-2057,1,6,1,3,30,4,1
5615,1050,2087,7727.13,1,American Express,City-6,Restaurant,53,Purchase at Merchant-2087,1,6,1,0,46,3,1
5616,1085,2037,7003.18,0,Visa,City-34,Groceries,18,Purchase at Merchant-2037,1,6,1,3,27,1,0
5617,1077,2029,1128.05,1,Discover,City-19,Gas Station,41,Purchase at Merchant-2029,1,6,1,1,10,0,1
5618,1078,2026,4715.88,1,Visa,City-33,Retail,52,Purchase at Merchant-2026,1,6,1,3,26,4,0
5619,1042,2095,6153.82,1,Discover,City-38,Gas Station,51,Purchase at Merchant-2095,1,6,1,1,31,0,0
5620,1065,2021,1542.71,1,American Express,City-38,Retail,67,Purchase at Merchant-2021,1,6,1,0,31,4,1
5621,1050,2056,7605.91,0,Visa,City-17,Retail,46,Purchase at Merchant-2056,1,6,1,3,8,4,0
5622,1054,2068,5885.39,0,Discover,City-23,Retail,49,Purchase at Merchant-2068,1,6,1,1,15,4,0
5623,1078,2025,5944.67,0,American Express,City-18,Retail,60,Purchase at Merchant-2025,1,6,1,0,9,4,1
5624,1089,2012,6133.53,0,Discover,City-43,Retail,70,Purchase at Merchant-2012,1,6,1,1,37,4,0
5625,1098,2075,5757.92,1,Discover,City-47,Online Shopping,55,Purchase at Merchant-2075,1,6,1,1,41,2,0
5626,1032,2004,5273.19,1,Discover,City-38,Travel,45,Purchase at Merchant-2004,1,6,1,1,31,5,1
5627,1036,2081,6520.36,0,MasterCard,City-18,Online Shopping,50,Purchase at Merchant-2081,1,6,1,2,9,2,1
5628,1051,2086,5141.74,0,Visa,City-48,Gas Station,20,Purchase at Merchant-2086,1,6,1,3,42,0,0
5629,1044,2013,1999.63,0,Visa,City-39,Groceries,47,Purchase at Merchant-2013,1,6,1,3,32,1,0
5630,1038,2027,7356.2,1,MasterCard,City-29,Retail,44,Purchase at Merchant-2027,1,6,1,2,21,4,1
5631,1058,2005,208.82,0,MasterCard,City-10,Gas Station,53,Purchase at Merchant-2005,1,6,1,2,1,0,0
5632,1018,2018,2201.21,1,MasterCard,City-23,Groceries,49,Purchase at Merchant-2018,1,6,1,2,15,1,1
5633,1018,2001,4325.59,0,Visa,City-19,Travel,54,Purchase at Merchant-2001,1,6,1,3,10,5,0
5634,1053,2047,4104.12,0,Discover,City-30,Online Shopping,21,Purchase at Merchant-2047,1,6,1,1,23,2,0
5635,1078,2100,7377.63,0,Discover,City-10,Groceries,29,Purchase at Merchant-2100,1,6,1,1,1,1,0
5636,1090,2053,7453.81,0,Discover,City-43,Online Shopping,35,Purchase at Merchant-2053,1,6,1,1,37,2,0
5637,1096,2073,7065.24,1,Visa,City-49,Travel,36,Purchase at Merchant-2073,1,6,1,3,43,5,1
5638,1066,2070,633.26,1,MasterCard,City-4,Restaurant,44,Purchase at Merchant-2070,1,6,1,2,33,3,1
5639,1039,2010,3484.88,0,American Express,City-19,Retail,34,Purchase at Merchant-2010,1,6,1,0,10,4,0
5640,1090,2044,1975.12,1,American Express,City-32,Gas Station,35,Purchase at Merchant-2044,1,6,1,0,25,0,1
5641,1071,2024,1621.32,1,Discover,City-17,Gas Station,28,Purchase at Merchant-2024,1,6,1,1,8,0,1
5642,1041,2088,3373.24,0,Visa,City-20,Online Shopping,30,Purchase at Merchant-2088,1,6,1,3,12,2,0
5643,1092,2094,5444.28,0,Discover,City-9,Travel,59,Purchase at Merchant-2094,1,6,1,1,49,5,0
5644,1095,2094,1893.64,1,American Express,City-44,Travel,40,Purchase at Merchant-2094,1,6,1,0,38,5,0
5645,1071,2083,972.65,1,American Express,City-7,Retail,54,Purchase at Merchant-2083,1,6,1,0,47,4,1
5646,1081,2068,3224.44,1,American Express,City-29,Groceries,51,Purchase at Merchant-2068,1,6,1,0,21,1,1
5647,1028,2064,473.67,0,Discover,City-24,Groceries,64,Purchase at Merchant-2064,1,6,1,1,16,1,1
5648,1026,2025,8098.03,1,Discover,City-27,Groceries,58,Purchase at Merchant-2025,1,6,1,1,19,1,1
5649,1027,2027,2708.83,0,American Express,City-15,Restaurant,64,Purchase at Merchant-2027,1,6,1,0,6,3,0
5650,1080,2074,8864.1,0,American Express,City-37,Retail,42,Purchase at Merchant-2074,1,6,1,0,30,4,0
5651,1092,2061,8992.45,0,MasterCard,City-17,Travel,35,Purchase at Merchant-2061,1,6,1,2,8,5,0
5652,1038,2065,5502.83,1,American Express,City-38,Gas Station,50,Purchase at Merchant-2065,1,6,1,0,31,0,1
5653,1088,2046,29.09,1,American Express,City-1,Retail,35,Purchase at Merchant-2046,1,6,1,0,0,4,1
5654,1045,2046,3559.23,1,Visa,City-17,Gas Station,19,Purchase at Merchant-2046,1,6,1,3,8,0,1
5655,1087,2080,6894.23,1,MasterCard,City-25,Groceries,62,Purchase at Merchant-2080,1,6,1,2,17,1,1
5656,1017,2072,9249.8,1,MasterCard,City-21,Groceries,64,Purchase at Merchant-2072,1,6,1,2,13,1,1
5657,1091,2018,8426.09,1,Visa,City-7,Gas Station,67,Purchase at Merchant-2018,1,6,1,3,47,0,1
5658,1084,2009,6163.29,1,Visa,City-19,Travel,55,Purchase at Merchant-2009,1,6,1,3,10,5,0
5659,1023,2057,6603.25,0,MasterCard,City-20,Groceries,29,Purchase at Merchant-2057,1,6,1,2,12,1,0
5660,1065,2055,5649.91,1,Discover,City-17,Groceries,61,Purchase at Merchant-2055,1,6,1,1,8,1,1
5661,1070,2081,6118.53,0,MasterCard,City-20,Online Shopping,67,Purchase at Merchant-2081,1,6,1,2,12,2,0
5662,1089,2049,605.82,0,American Express,City-27,Restaurant,48,Purchase at Merchant-2049,1,6,1,0,19,3,0
5663,1082,2010,3987.09,1,American Express,City-45,Travel,19,Purchase at Merchant-2010,1,6,1,0,39,5,1
5664,1042,2073,6978.09,0,Discover,City-24,Restaurant,27,Purchase at Merchant-2073,1,6,1,1,16,3,0
5665,1091,2011,1648.5,1,MasterCard,City-32,Restaurant,54,Purchase at Merchant-2011,1,6,1,2,25,3,0
5666,1015,2017,4579.31,1,Discover,City-20,Restaurant,20,Purchase at Merchant-2017,1,6,1,1,12,3,1
5667,1098,2067,4367.12,1,American Express,City-34,Travel,69,Purchase at Merchant-2067,1,6,1,0,27,5,1
5668,1046,2039,2448.22,0,Visa,City-5,Travel,49,Purchase at Merchant-2039,1,6,1,3,44,5,0
5669,1072,2013,2279.11,0,American Express,City-19,Restaurant,41,Purchase at Merchant-2013,1,6,1,0,10,3,0
5670,1062,2016,8439.93,1,American Express,City-48,Travel,34,Purchase at Merchant-2016,1,6,1,0,42,5,1
5671,1075,2064,9929.5,1,American Express,City-21,Restaurant,27,Purchase at Merchant-2064,1,6,1,0,13,3,1
5672,1074,2030,2076.02,0,Visa,City-11,Restaurant,68,Purchase at Merchant-2030,1,6,1,3,2,3,0
5673,1086,2007,8722.09,1,Visa,City-21,Online Shopping,27,Purchase at Merchant-2007,1,6,1,3,13,2,1
5674,1091,2077,6098.04,0,American Express,City-9,Groceries,58,Purchase at Merchant-2077,1,6,1,0,49,1,0
5675,1054,2070,3859.79,1,Discover,City-46,Online Shopping,34,Purchase at Merchant-2070,1,6,1,1,40,2,1
5676,1087,2043,7898.14,1,American Express,City-33,Gas Station,53,Purchase at Merchant-2043,1,6,1,0,26,0,1
5677,1096,2003,9597.79,0,American Express,City-49,Online Shopping,55,Purchase at Merchant-2003,1,6,1,0,43,2,0
5678,1069,2029,2152.76,1,Discover,City-33,Travel,53,Purchase at Merchant-2029,1,6,1,1,26,5,1
5679,1037,2038,4841.69,1,MasterCard,City-35,Gas Station,20,Purchase at Merchant-2038,1,6,1,2,28,0,1
5680,1055,2033,9002.28,0,MasterCard,City-43,Groceries,23,Purchase at Merchant-2033,1,6,1,2,37,1,0
5681,1002,2050,842.18,0,American Express,City-26,Restaurant,37,Purchase at Merchant-2050,1,6,1,0,18,3,0
5682,1067,2091,3368.86,1,Discover,City-20,Restaurant,47,Purchase at Merchant-2091,1,6,1,1,12,3,1
5683,1014,2046,1149.31,1,Visa,City-25,Online Shopping,42,Purchase at Merchant-2046,1,6,1,3,17,2,1
5684,1004,2009,6314.75,1,Discover,City-21,Travel,52,Purchase at Merchant-2009,1,6,1,1,13,5,1
5685,1049,2021,5427.89,1,MasterCard,City-2,Travel,54,Purchase at Merchant-2021,1,6,1,2,11,5,0
5686,1019,2037,8115.14,1,Discover,City-36,Travel,53,Purchase at Merchant-2037,1,6,1,1,29,5,1
5687,1007,2010,8273.24,1,Discover,City-40,Online Shopping,67,Purchase at Merchant-2010,1,6,1,1,34,2,0
5688,1086,2069,4030.88,1,Discover,City-15,Retail,70,Purchase at Merchant-2069,1,6,1,1,6,4,1
5689,1008,2074,3982.52,1,Discover,City-2,Online Shopping,31,Purchase at Merchant-2074,1,6,1,1,11,2,1
5690,1026,2031,1056.5,1,American Express,City-17,Restaurant,70,Purchase at Merchant-2031,1,6,1,0,8,3,1
5691,1035,2067,4346.19,1,Discover,City-16,Retail,43,Purchase at Merchant-2067,1,6,1,1,7,4,1
5692,1097,2079,3053.98,1,MasterCard,City-6,Online Shopping,30,Purchase at Merchant-2079,1,6,1,2,46,2,1
5693,1021,2065,7771.95,1,Discover,City-31,Online Shopping,59,Purchase at Merchant-2065,1,6,1,1,24,2,0
5694,1037,2040,18.2,1,Visa,City-36,Gas Station,61,Purchase at Merchant-2040,1,6,1,3,29,0,0
5695,1088,2052,753.11,0,American Express,City-19,Online Shopping,56,Purchase at Merchant-2052,1,6,1,0,10,2,0
5696,1033,2080,1558.97,0,MasterCard,City-10,Online Shopping,66,Purchase at Merchant-2080,1,6,1,2,1,2,0
5697,1019,2008,5063.36,1,American Express,City-5,Gas Station,24,Purchase at Merchant-2008,1,6,1,0,44,0,1
5698,1008,2070,1576.94,0,MasterCard,City-16,Gas Station,39,Purchase at Merchant-2070,1,6,1,2,7,0,0
5699,1089,2090,9001.69,0,American Express,City-39,Travel,57,Purchase at Merchant-2090,1,6,1,0,32,5,0
5700,1038,2015,7171.79,0,Visa,City-7,Restaurant,43,Purchase at Merchant-2015,1,6,1,3,47,3,0
5701,1027,2075,1532.02,0,Visa,City-15,Groceries,40,Purchase at Merchant-2075,1,6,1,3,6,1,0
5702,1097,2061,6733.54,1,Discover,City-50,Retail,66,Purchase at Merchant-2061,1,6,1,1,45,4,1
5703,1070,2034,8493.0,0,Visa,City-28,Travel,50,Purchase at Merchant-2034,1,6,1,3,20,5,0
5704,1005,2084,7313.59,1,Discover,City-45,Online Shopping,42,Purchase at Merchant-2084,1,6,1,1,39,2,1
5705,1046,2004,2245.82,1,MasterCard,City-39,Retail,44,Purchase at Merchant-2004,1,6,1,2,32,4,1
5706,1058,2005,8978.14,0,Discover,City-40,Groceries,61,Purchase at Merchant-2005,1,6,1,1,34,1,0
5707,1014,2044,4616.26,1,American Express,City-32,Online Shopping,51,Purchase at Merchant-2044,1,6,1,0,25,2,0
5708,1079,2054,6004.87,1,Discover,City-22,Online Shopping,64,Purchase at Merchant-2054,1,6,1,1,14,2,1
5709,1087,2034,8562.82,0,Discover,City-17,Gas Station,24,Purchase at Merchant-2034,1,6,1,1,8,0,0
5710,1095,2026,5288.27,0,Discover,City-34,Gas Station,35,Purchase at Merchant-2026,1,6,1,1,27,0,1
5711,1072,2043,3260.41,1,Discover,City-15,Groceries,21,Purchase at Merchant-2043,1,6,1,1,6,1,1
5712,1029,2098,9379.58,1,Discover,City-40,Groceries,67,Purchase at Merchant-2098,1,6,1,1,34,1,1
5713,1096,2008,7365.47,0,Discover,City-14,Online Shopping,33,Purchase at Merchant-2008,1,6,1,1,5,2,0
5714,1083,2018,7006.17,0,Visa,City-32,Online Shopping,35,Purchase at Merchant-2018,1,6,1,3,25,2,0
5715,1072,2027,4066.55,0,Visa,City-32,Retail,52,Purchase at Merchant-2027,1,6,1,3,25,4,0
5716,1050,2071,8957.57,0,Visa,City-31,Gas Station,34,Purchase at Merchant-2071,1,6,1,3,24,0,0
5717,1031,2094,4935.15,1,MasterCard,City-9,Groceries,39,Purchase at Merchant-2094,1,6,1,2,49,1,1
5718,1066,2043,958.77,1,American Express,City-48,Restaurant,35,Purchase at Merchant-2043,1,6,1,0,42,3,1
5719,1090,2097,444.05,1,MasterCard,City-50,Travel,38,Purchase at Merchant-2097,1,6,1,2,45,5,1
5720,1037,2085,7557.62,1,Discover,City-29,Gas Station,33,Purchase at Merchant-2085,1,6,1,1,21,0,1
5721,1089,2008,7236.28,0,American Express,City-48,Groceries,44,Purchase at Merchant-2008,1,6,1,0,42,1,0
5722,1086,2031,8256.96,1,MasterCard,City-8,Retail,47,Purchase at Merchant-2031,1,6,1,2,48,4,1
5723,1007,2064,1678.81,1,American Express,City-24,Gas Station,54,Purchase at Merchant-2064,1,6,1,0,16,0,1
5724,1049,2010,6351.69,1,MasterCard,City-17,Online Shopping,70,Purchase at Merchant-2010,1,6,1,2,8,2,1
5725,1050,2073,9343.98,0,Visa,City-10,Gas Station,30,Purchase at Merchant-2073,1,6,1,3,1,0,0
5726,1054,2079,5231.24,0,Discover,City-11,Online Shopping,59,Purchase at Merchant-2079,1,6,1,1,2,2,0
5727,1088,2090,8564.44,1,Discover,City-17,Gas Station,66,Purchase at Merchant-2090,1,6,1,1,8,0,1
5728,1041,2098,8134.05,1,Discover,City-8,Retail,29,Purchase at Merchant-2098,1,6,1,1,48,4,1
5729,1071,2005,2481.15,1,Visa,City-11,Gas Station,44,Purchase at Merchant-2005,1,6,1,3,2,0,1
5730,1007,2045,759.85,0,American Express,City-21,Retail,30,Purchase at Merchant-2045,1,6,1,0,13,4,0
5731,1002,2010,1283.08,0,Discover,City-49,Groceries,31,Purchase at Merchant-2010,1,6,1,1,43,1,0
5732,1096,2054,6070.92,0,Discover,City-1,Gas Station,34,Purchase at Merchant-2054,1,6,1,1,0,0,1
5733,1033,2077,9565.66,0,American Express,City-46,Retail,40,Purchase at Merchant-2077,1,6,1,0,40,4,0
5734,1026,2095,1176.62,1,Visa,City-14,Groceries,61,Purchase at Merchant-2095,1,6,1,3,5,1,1
5735,1080,2079,9183.03,0,Visa,City-34,Retail,46,Purchase at Merchant-2079,1,6,1,3,27,4,0
5736,1100,2011,6950.99,1,American Express,City-44,Groceries,21,Purchase at Merchant-2011,1,6,1,0,38,1,1
5737,1057,2071,3529.91,1,Discover,City-14,Online Shopping,50,Purchase at Merchant-2071,1,6,1,1,5,2,1
5738,1029,2062,5938.27,1,MasterCard,City-18,Groceries,60,Purchase at Merchant-2062,1,6,1,2,9,1,1
